,DATA_PEDIDO,HORA_PEDIDO,VALOR_PRODUTOS,TAXA_ENTREGA,TOTAL_PEDIDO,FORMA_PAGAMENTO,AVALIACAO,STATUS,ID_ESTABELECIMENTO,TIPO_ESTABELECIMENTO,ID_USUARIO,DDD_USUARIO,DATA_CADASTRO_USUARIO,PRIMEIRO_PEDIDO,BAIRRO_USUARIO,CIDADE_USUARIO,SO_DISPOSITIVO
19896,2016-07-19, 19:24,35.8,4.0,39.8,Cartão,0.0,Entregue,1016,Culinária Oriental,14400,77,2015-11-04,Não,Candeias,Vitória da Conquista,iOS
19897,2016-07-30, 22:09,30.9,4.0,34.9,Cartão,0.0,Entregue,1016,Culinária Oriental,51104,77,2016-07-09,Não,Alto Maron,Vitória da Conquista,Android
19898,2016-08-10, 20:58,15.9,4.0,19.9,Cartão,0.0,Entregue,1016,Culinária Oriental,44320,77,2016-05-18,Não,Vila Serrana,Vitória da Conquista,Android
19899,2016-08-22, 13:21,21.4,4.0,25.4,Cartão,0.0,Entregue,1016,Culinária Oriental,10120,77,2015-10-04,Não,Recreio,Vitória da Conquista,Android
19900,2016-08-27, 20:02,0.0,4.0,0.0,Cartão,0.0,Recusado,1016,Culinária Oriental,19048,71,2015-12-05,Não,Recreio,Vitória da Conquista,PC
19901,2016-09-10, 12:12,14.9,4.0,18.9,Cartão,0.0,Entregue,1016,Culinária Oriental,45496,77,2016-05-27,Não,Mor. dos Pássaros,Vitória da Conquista,Android
19902,2016-09-20, 13:19,15.9,4.0,19.9,Cartão,0.0,Entregue,1016,Culinária Oriental,21120,77,2015-12-21,Não,Candeias,Vitória da Conquista,Android
19903,2016-10-04, 12:59,36.8,4.0,40.8,Cartão,3.0,Entregue,1016,Culinária Oriental,58624,77,2016-08-27,Não,Candeias,Vitória da Conquista,Android
19904,2016-10-05, 19:46,16.9,4.0,20.9,Cartão,0.0,Entregue,1016,Culinária Oriental,19048,71,2015-12-05,Não,Recreio,Vitória da Conquista,iOS
19905,2016-09-13, 19:07,16.5,1.0,17.5,Cartão,0.0,Entregue,936,Lanchonete,1032,77,2015-03-09,Não,Urbis I,Vitória da Conquista,Android
19906,2016-09-13, 22:30,11.0,3.0,14.0,Cartão,0.0,Entregue,936,Lanchonete,56416,77,2016-08-15,Não,Candeias,Vitória da Conquista,Android
19907,2016-09-19, 22:39,13.0,4.0,17.0,Cartão,0.0,Entregue,936,Lanchonete,13672,77,2015-11-01,Não,Brasil,Vitória da Conquista,Android
19908,2016-09-21, 20:29,6.99,3.0,9.99,Cartão,0.0,Entregue,936,Lanchonete,4632,77,2015-06-10,Não,Recreio,Vitória da Conquista,Android
19909,2016-10-21, 22:19,6.99,3.0,9.99,Cartão,0.0,Entregue,936,Lanchonete,4632,77,2015-06-10,Não,Recreio,Vitória da Conquista,Android
19910,2016-07-13, 23:11,35.0,0.0,35.0,Cartão,5.0,Entregue,1184,Pizzaria,51744,77,2016-07-13,Sim,Mor. dos Pássaros,Vitória da Conquista,PC
19911,2016-07-22, 21:03,29.99,5.0,34.99,Cartão,5.0,Entregue,1184,Pizzaria,51104,77,2016-07-09,Não,Alto Maron,Vitória da Conquista,Android
19912,2016-07-26, 22:54,20.0,5.0,25.0,Cartão,5.0,Recusado,1184,Pizzaria,51280,77,2016-07-10,Não,Brasil,Vitória da Conquista,Android
19913,2016-08-31, 20:42,38.0,2.0,40.0,Cartão,0.0,Entregue,1184,Pizzaria,51104,77,2016-07-09,Não,Alto Maron,Vitória da Conquista,Android
19914,2016-10-02, 23:17,38.0,2.0,40.0,Cartão,4.0,Entregue,1184,Pizzaria,64776,77,2016-10-02,Sim,Felícia,Vitória da Conquista,PC
19915,2016-10-08, 22:51,20.0,2.0,22.0,Cartão,0.0,Entregue,1184,Pizzaria,65152,77,2016-10-03,Não,Nova Cidade,Vitória da Conquista,Android
19916,2016-10-09, 20:24,38.0,2.0,40.0,Cartão,0.0,Entregue,1184,Pizzaria,50968,77,2016-07-08,Não,Urbis V,Vitória da Conquista,Android
19917,2016-10-11, 18:08,34.99,2.0,36.99,Cartão,0.0,Entregue,1184,Pizzaria,48136,77,2016-06-14,Não,Boa Vista,Vitória da Conquista,Android
19918,2016-10-25, 22:14,39.99,2.0,41.99,Cartão,5.0,Entregue,1184,Pizzaria,296,77,2015-02-28,Não,Candeias,Vitória da Conquista,Android
19919,2016-10-27, 18:06,38.0,2.0,40.0,Cartão,0.0,Entregue,1184,Pizzaria,40224,77,2016-04-22,Não,Recreio,Vitória da Conquista,Android
19920,2016-07-10, 11:10,21.99,5.0,26.99,Cartão,0.0,Entregue,1160,Pizzaria,46496,77,2016-06-04,Não,Centro,Vitória da Conquista,Android
19921,2016-07-27, 19:30,11.78,0.99,12.77,Cartão,0.0,Entregue,1208,Hot-Dog,8912,77,2015-09-14,Não,Guarani,Vitória da Conquista,Android
19922,2016-08-13, 20:06,20.67,0.99,21.66,Cartão,0.0,Entregue,1208,Hot-Dog,19048,71,2015-12-05,Não,Recreio,Vitória da Conquista,PC
19923,2016-08-15, 18:10,36.45,1.99,38.44,Cartão,0.0,Entregue,1208,Hot-Dog,24912,77,2016-01-18,Não,Recreio,Vitória da Conquista,Android
19924,2016-08-24, 19:48,22.67,0.99,23.66,Cartão,5.0,Entregue,1208,Hot-Dog,57056,77,2016-08-17,Não,Ibirapuera,Vitória da Conquista,Android
19925,2016-08-26, 22:50,23.67,0.99,24.66,Cartão,0.0,Entregue,1208,Hot-Dog,56400,77,2016-08-15,Não,Centro,Vitória da Conquista,Android
19926,2016-09-20, 21:20,11.78,0.99,12.77,Cartão,4.0,Entregue,1208,Hot-Dog,5616,77,2015-07-13,Não,Ibirapuera,Vitória da Conquista,Android
19927,2016-10-02, 21:26,11.67,1.99,13.66,Cartão,0.0,Entregue,1208,Hot-Dog,37128,77,2016-04-03,Não,Boa Vista,Vitória da Conquista,Android
19928,2016-10-03, 18:41,12.78,0.99,13.77,Cartão,0.0,Entregue,1208,Hot-Dog,736,77,2015-03-04,Não,Alto Maron,Vitória da Conquista,Android
19929,2016-10-21, 21:31,9.89,0.99,10.88,Cartão,0.0,Entregue,1208,Hot-Dog,64184,77,2016-09-28,Não,Alto Maron,Vitória da Conquista,iOS
19934,2016-08-27, 13:12,3.4,2.0,5.4,Cartão,0.0,Entregue,1152,Picoleteria,34224,77,2016-03-17,Não,Centro,Vitória da Conquista,Android
19935,2016-10-24, 14:21,12.4,2.0,14.4,Cartão,0.0,Entregue,1152,Picoleteria,47104,77,2016-06-07,Não,Centro,Vitória da Conquista,Android
19936,2016-09-14, 14:08,12.0,3.5,15.5,Cartão,0.0,Entregue,1264,Marmitex,19048,71,2015-12-05,Não,Recreio,Vitória da Conquista,PC
19937,2016-09-28, 13:12,19.0,2.5,21.5,Cartão,0.0,Entregue,1264,Marmitex,48136,77,2016-06-14,Não,São Vicente,Vitória da Conquista,Android
19938,2016-08-15, 12:31,30.9,2.0,32.9,Cartão,0.0,Entregue,1344,Pizzaria,46496,77,2016-06-04,Não,Centro,Vitória da Conquista,Android
19939,2016-08-21, 19:20,34.9,2.0,36.9,Cartão,4.0,Entregue,1344,Pizzaria,57504,77,2016-08-21,Sim,Vila América,Vitória da Conquista,Android
19940,2016-09-06, 18:37,45.9,2.0,47.9,Cartão,0.0,Entregue,1344,Pizzaria,30712,77,2016-02-27,Não,Vila Serrana,Vitória da Conquista,Android
19941,2016-09-17, 19:53,39.9,2.0,41.9,Cartão,5.0,Entregue,1344,Pizzaria,19608,77,2015-12-08,Não,Urbis I,Vitória da Conquista,iOS
19942,2016-09-20, 19:51,24.9,2.0,26.9,Cartão,0.0,Entregue,1344,Pizzaria,31400,77,2016-03-02,Não,Candeias,Vitória da Conquista,Android
19943,2016-09-20, 20:26,39.9,2.0,41.9,Cartão,0.0,Entregue,1344,Pizzaria,19608,77,2015-12-08,Não,Ibirapuera,Vitória da Conquista,iOS
19944,2016-09-26, 20:18,39.9,2.0,41.9,Cartão,0.0,Entregue,1344,Pizzaria,58872,77,2016-08-28,Não,Patagônia,Vitória da Conquista,Android
19945,2016-10-03, 23:12,44.9,2.0,46.9,Cartão,0.0,Entregue,1344,Pizzaria,19608,77,2015-12-08,Não,Ibirapuera,Vitória da Conquista,iOS
19946,2016-10-11, 20:50,39.9,2.0,41.9,Cartão,0.0,Entregue,1344,Pizzaria,19608,77,2015-12-08,Não,Candeias,Vitória da Conquista,iOS
19947,2016-10-25, 23:23,29.9,2.0,31.9,Cartão,0.0,Entregue,1344,Pizzaria,69104,77,2016-10-25,Sim,Alto Maron,Vitória da Conquista,Android
19948,2016-10-31, 21:30,48.4,2.0,50.4,Cartão,0.0,Entregue,1344,Pizzaria,43832,77,2016-05-16,Não,Brasil,Vitória da Conquista,PC
19949,2016-09-11, 21:47,17.0,0.0,17.0,Cartão,0.0,Entregue,1376,Lanchonete,23720,77,2016-01-09,Não,São Vicente,Vitória da Conquista,Android
19950,2016-09-18, 23:17,15.5,0.0,15.5,Cartão,4.0,Entregue,1376,Lanchonete,60992,77,2016-09-09,Não,Alto Maron,Vitória da Conquista,Android
19951,2016-09-22, 22:05,24.0,0.0,24.0,Cartão,0.0,Entregue,1376,Lanchonete,3232,77,2015-05-13,Não,São Vicente,Vitória da Conquista,Android
19952,2016-09-30, 18:51,12.5,0.0,12.5,Cartão,0.0,Entregue,1376,Lanchonete,4632,77,2015-06-10,Não,Recreio,Vitória da Conquista,Android
19953,2016-10-02, 21:49,18.5,0.0,18.5,Cartão,0.0,Entregue,1376,Lanchonete,64712,77,2016-10-02,Sim,Alegria,Vitória da Conquista,Android
19954,2016-10-06, 20:08,12.5,0.0,12.5,Cartão,0.0,Entregue,1376,Lanchonete,19048,71,2015-12-05,Não,Recreio,Vitória da Conquista,iOS
19955,2016-10-07, 19:41,12.5,0.0,12.5,Cartão,0.0,Entregue,1376,Lanchonete,19048,71,2015-12-05,Não,Recreio,Vitória da Conquista,iOS
19956,2016-10-13, 22:29,18.5,0.0,18.5,Cartão,0.0,Entregue,1376,Lanchonete,48056,77,2016-06-13,Não,Cruzeiro,Vitória da Conquista,Android
19957,2016-10-17, 21:03,36.5,2.0,38.5,Cartão,0.0,Entregue,1376,Lanchonete,52440,77,2016-07-19,Não,Ibirapuera,Vitória da Conquista,Android
19958,2016-10-20, 21:33,21.5,0.0,21.5,Cartão,0.0,Entregue,1376,Lanchonete,16528,73,2015-11-17,Não,Candeias,Vitória da Conquista,iOS
19959,2016-10-22, 22:22,33.0,0.0,33.0,Cartão,0.0,Entregue,1376,Lanchonete,55864,77,2016-08-11,Não,Urbis V,Vitória da Conquista,Android
19960,2016-10-25, 21:27,19.0,3.5,22.5,Cartão,0.0,Entregue,1376,Lanchonete,56416,77,2016-08-15,Não,Candeias,Vitória da Conquista,Android
19961,2016-10-28, 22:02,40.0,0.0,40.0,Cartão,0.0,Entregue,1376,Lanchonete,38320,77,2016-04-11,Não,Urbis I,Vitória da Conquista,Android
19962,2016-10-29, 23:13,20.0,0.0,20.0,Cartão,0.0,Entregue,1376,Lanchonete,4632,77,2015-06-10,Não,Recreio,Vitória da Conquista,Android
19963,2016-11-01, 18:25,15.5,3.5,19.0,Cartão,5.0,Entregue,1376,Lanchonete,70016,77,2016-11-01,Sim,Alto Maron,Vitória da Conquista,Android
19964,2016-09-23, 20:21,45.0,0.0,45.0,Cartão,5.0,Entregue,288,Restaurante,944,77,2015-03-07,Não,Candeias,Vitória da Conquista,iOS
19965,2016-10-18, 20:05,17.8,2.0,19.8,Cartão,0.0,Entregue,288,Restaurante,48136,77,2016-06-14,Não,São Vicente,Vitória da Conquista,Android
19966,2016-10-21, 21:30,21.8,2.0,23.8,Cartão,0.0,Entregue,288,Restaurante,48136,77,2016-06-14,Não,Boa Vista,Vitória da Conquista,Android
19967,2016-10-22, 22:02,29.9,2.0,31.9,Cartão,0.0,Entregue,288,Restaurante,48136,77,2016-06-14,Não,Boa Vista,Vitória da Conquista,Android
19968,2016-09-12, 21:18,30.0,3.0,33.0,Cartão,0.0,Entregue,640,Comida Natural,38464,77,2016-04-12,Não,Alto Maron,Vitória da Conquista,Android
19969,2016-10-18, 18:10,9.0,3.0,12.0,Cartão,0.0,Entregue,640,Comida Natural,24960,77,2016-01-19,Não,Centro,Vitória da Conquista,Android
19970,2016-10-28, 20:41,20.9,3.0,23.9,Cartão,0.0,Entregue,640,Comida Natural,3232,77,2015-05-13,Não,São Vicente,Vitória da Conquista,Android
19971,2016-11-01, 22:59,16.0,4.0,20.0,Cartão,0.0,Entregue,640,Comida Natural,53704,77,2016-07-26,Não,Santa Cecília,Vitória da Conquista,Android
19974,2016-09-20, 18:34,20.9,4.0,24.9,Cartão,0.0,Entregue,632,Lanchonete,28112,77,2016-02-09,Não,Alto Maron,Vitória da Conquista,Android
19975,2016-09-27, 21:08,30.9,5.0,35.9,Cartão,0.0,Entregue,632,Lanchonete,45000,77,2016-05-23,Não,Miro Cairo,Vitória da Conquista,Android
19976,2016-10-03, 19:43,30.9,3.0,33.9,Cartão,0.0,Entregue,632,Lanchonete,12352,77,2015-10-24,Não,Jurema,Vitória da Conquista,Android
19977,2016-10-03, 19:51,30.9,4.0,34.9,Cartão,0.0,Entregue,632,Lanchonete,64960,77,2016-10-03,Sim,Kadija,Vitória da Conquista,Android
19978,2016-10-07, 19:03,20.9,4.0,24.9,Cartão,0.0,Entregue,632,Lanchonete,48136,77,2016-06-14,Não,Boa Vista,Vitória da Conquista,Android
19979,2016-10-18, 20:46,21.9,4.0,25.9,Cartão,5.0,Entregue,632,Lanchonete,43560,77,2016-05-13,Não,Alto Maron,Vitória da Conquista,Android
19980,2016-10-22, 20:45,21.9,3.0,24.9,Cartão,0.0,Entregue,632,Lanchonete,51096,77,2016-07-09,Não,Patagônia,Vitória da Conquista,iOS
19981,2016-10-23, 18:32,21.9,3.0,24.9,Cartão,0.0,Entregue,632,Lanchonete,40464,77,2016-04-24,Não,Alegria,Vitória da Conquista,Android
19982,2016-10-24, 23:47,31.9,4.0,35.9,Cartão,0.0,Entregue,632,Lanchonete,12648,77,2015-10-25,Não,Bela Vista,Vitória da Conquista,Android
19983,2016-10-25, 20:23,16.9,4.0,20.9,Cartão,0.0,Entregue,632,Lanchonete,21120,77,2015-12-21,Não,Candeias,Vitória da Conquista,Android
19984,2016-10-15, 22:15,18.5,4.0,22.5,Cartão,1.0,Entregue,1440,Pizzaria/Esfiharia,22720,77,2016-01-01,Não,Candeias,Vitória da Conquista,Android
19985,2016-10-24, 11:37,10.9,2.5,13.4,Cartão,0.0,Entregue,1432,Comida Natural,21120,77,2015-12-21,Não,Candeias,Vitória da Conquista,Android
19988,2016-10-04, 11:25,33.99,3.0,36.99,Cartão,3.0,Entregue,1456,Marmitex,22344,77,2015-12-29,Não,Urbis V,Vitória da Conquista,Android
19989,2016-10-12, 20:25,20.9,2.5,23.4,Cartão,0.0,Entregue,1464,Pizzaria/Esfiharia,34144,77,2016-03-16,Não,Brasil,Vitória da Conquista,Android
19990,2016-10-19, 19:59,15.7,3.5,19.2,Cartão,0.0,Entregue,1464,Pizzaria/Esfiharia,51552,77,2016-07-12,Não,Urbis V,Vitória da Conquista,Android
19991,2016-10-22, 19:52,39.2,2.5,41.7,Cartão,0.0,Entregue,1464,Pizzaria/Esfiharia,46928,77,2016-06-06,Não,Brasil,Vitória da Conquista,Android
19992,2016-10-05, 21:04,45.0,4.0,49.0,Cartão,0.0,Entregue,64,Lanchonete,65712,77,2016-10-05,Sim,Boa Vista,Vitória da Conquista,iOS
19993,2016-07-17, 20:00,30.0,0.0,30.0,Cartão,0.0,Entregue,312,Pizzaria,47296,77,2016-06-08,Não,Candeias,Vitória da Conquista,Android
19994,2016-09-25, 21:08,30.0,0.0,30.0,Cartão,0.0,Entregue,312,Pizzaria,47296,77,2016-06-08,Não,Candeias,Vitória da Conquista,Android
19996,2016-07-15, 21:39,40.4,4.0,44.4,Cartão,0.0,Entregue,424,Pizzaria/Esfiharia,51920,73,2016-07-15,Sim,Candeias,Vitória da Conquista,Android
19997,2016-08-01, 23:27,20.9,4.0,24.9,Cartão,0.0,Entregue,632,Lanchonete,47296,77,2016-06-08,Não,Candeias,Vitória da Conquista,Android
19998,2016-07-13, 21:30,14.0,3.0,17.0,Cartão,0.0,Entregue,72,Hot-Dog,35368,77,2016-03-22,Não,Centro,Vitória da Conquista,Android
19999,2016-07-14, 19:14,14.0,2.0,16.0,Cartão,0.0,Recusado,72,Hot-Dog,51760,77,2016-07-14,Sim,Candeias,Vitória da Conquista,Android
20000,2016-07-14, 22:08,44.0,3.0,47.0,Cartão,0.0,Entregue,72,Hot-Dog,31568,77,2016-03-03,Não,Alto Maron,Vitória da Conquista,iOS
20001,2016-07-17, 22:42,48.0,3.0,51.0,Cartão,0.0,Entregue,72,Hot-Dog,14840,77,2015-11-08,Não,Centro,Vitória da Conquista,Android
20002,2016-07-19, 20:09,18.0,2.0,20.0,Cartão,0.0,Recusado,72,Hot-Dog,29000,77,2016-02-15,Não,Candeias,Vitória da Conquista,iOS
20003,2016-07-20, 19:36,36.0,2.0,38.0,Cartão,0.0,Entregue,72,Hot-Dog,29000,77,2016-02-15,Não,Candeias,Vitória da Conquista,iOS
20004,2016-07-20, 22:43,15.0,4.0,19.0,Cartão,0.0,Entregue,72,Hot-Dog,16800,77,2015-11-19,Não,Brasil,Vitória da Conquista,Android
20005,2016-07-31, 21:11,18.0,4.0,22.0,Cartão,0.0,Entregue,72,Hot-Dog,48600,77,2016-06-16,Não,Brasil,Vitória da Conquista,Android
20006,2016-08-07, 20:23,14.0,2.0,16.0,Cartão,0.0,Entregue,72,Hot-Dog,55104,77,2016-08-07,Sim,Candeias,Vitória da Conquista,Android
20007,2016-08-15, 19:34,24.0,2.0,26.0,Cartão,0.0,Entregue,72,Hot-Dog,19544,77,2015-12-08,Não,Candeias,Vitória da Conquista,Android
20008,2016-08-16, 19:09,15.0,2.0,17.0,Cartão,0.0,Entregue,72,Hot-Dog,33472,77,2016-03-13,Não,Candeias,Vitória da Conquista,Android
20009,2016-08-19, 22:49,14.0,3.0,17.0,Cartão,0.0,Recusado,72,Hot-Dog,28424,73,2016-02-11,Não,Alto Maron,Vitória da Conquista,Android
20010,2016-08-27, 20:09,18.0,3.0,21.0,Cartão,0.0,Entregue,72,Hot-Dog,58696,77,2016-08-27,Sim,Alto Maron,Vitória da Conquista,iOS
20011,2016-09-01, 22:14,26.0,4.0,30.0,Cartão,0.0,Entregue,72,Hot-Dog,59624,77,2016-09-01,Sim,Caminho do Parque,Vitória da Conquista,iOS
20012,2016-09-03, 22:38,14.0,3.0,17.0,Cartão,0.0,Recusado,72,Hot-Dog,28424,73,2016-02-11,Não,Alto Maron,Vitória da Conquista,Android
20013,2016-09-09, 19:18,24.0,2.0,26.0,Cartão,0.0,Recusado,72,Hot-Dog,784,77,2015-03-05,Não,Candeias,Vitória da Conquista,PC
20014,2016-09-11, 19:22,24.0,3.0,27.0,Cartão,0.0,Entregue,72,Hot-Dog,61200,77,2016-09-11,Sim,Centro,Vitória da Conquista,Android
20015,2016-10-11, 21:49,14.0,2.0,16.0,Cartão,2.0,Entregue,72,Hot-Dog,65824,73,2016-10-07,Não,Recreio,Vitória da Conquista,Android
20016,2016-10-11, 22:43,29.0,2.0,31.0,Cartão,0.0,Entregue,72,Hot-Dog,40872,77,2016-04-26,Não,Candeias,Vitória da Conquista,Android
20017,2016-07-07, 21:21,33.0,3.0,36.0,Cartão,0.0,Entregue,128,Pizzaria,32912,77,2016-03-10,Não,Brasil,Vitória da Conquista,Android
20018,2016-07-19, 20:08,44.5,3.0,47.5,Cartão,0.0,Entregue,128,Pizzaria,14840,77,2015-11-08,Não,Centro,Vitória da Conquista,Android
20019,2016-07-20, 21:06,44.9,4.0,48.9,Cartão,0.0,Entregue,128,Pizzaria,21176,77,2015-12-21,Não,Boa Vista,Vitória da Conquista,Android
20021,2016-08-08, 19:53,41.5,4.0,45.5,Cartão,0.0,Entregue,128,Pizzaria,22088,77,2015-12-28,Não,Mor. dos Pássaros,Vitória da Conquista,Android
20022,2016-08-09, 19:41,41.5,3.0,44.5,Cartão,0.0,Entregue,128,Pizzaria,31960,77,2016-03-06,Não,Guarani,Vitória da Conquista,Android
20023,2016-08-09, 19:47,32.0,4.0,36.0,Cartão,0.0,Entregue,128,Pizzaria,29120,77,2016-02-16,Não,Candeias,Vitória da Conquista,Android
20024,2016-08-18, 19:24,23.0,3.0,26.0,Cartão,0.0,Entregue,128,Pizzaria,23640,77,2016-01-08,Não,Patagônia,Vitória da Conquista,Android
20025,2016-08-23, 20:48,47.5,4.0,51.5,Cartão,0.0,Entregue,128,Pizzaria,24912,77,2016-01-18,Não,Recreio,Vitória da Conquista,Android
20027,2016-08-31, 20:21,47.5,3.0,50.5,Cartão,0.0,Entregue,128,Pizzaria,44856,77,2016-05-22,Não,Patagônia,Vitória da Conquista,Android
20028,2016-08-31, 21:43,41.5,4.0,45.5,Cartão,0.0,Entregue,128,Pizzaria,24912,77,2016-01-18,Não,Recreio,Vitória da Conquista,Android
20029,2016-09-02, 22:57,27.0,4.0,31.0,Cartão,0.0,Entregue,128,Pizzaria,14064,77,2015-11-03,Não,Candeias,Vitória da Conquista,iOS
20030,2016-09-04, 20:00,34.4,4.0,38.4,Cartão,4.0,Entregue,128,Pizzaria,51960,77,2016-07-16,Não,Boa Vista,Vitória da Conquista,Android
20031,2016-09-05, 21:00,47.5,3.0,50.5,Cartão,0.0,Entregue,128,Pizzaria,35800,77,2016-03-27,Não,Guarani,Vitória da Conquista,Android
20032,2016-09-11, 20:19,32.0,3.5,35.5,Cartão,0.0,Entregue,128,Pizzaria,61248,77,2016-09-11,Sim,Ipanema,Vitória da Conquista,Android
20033,2016-09-12, 23:39,32.0,4.0,36.0,Cartão,0.0,Entregue,128,Pizzaria,61696,77,2016-09-12,Sim,Candeias,Vitória da Conquista,iOS
20035,2016-09-17, 19:21,47.5,3.0,50.5,Cartão,0.0,Entregue,128,Pizzaria,5464,77,2015-07-09,Não,Centro,Vitória da Conquista,Android
20036,2016-09-18, 20:54,44.0,4.0,48.0,Cartão,0.0,Entregue,128,Pizzaria,62632,77,2016-09-18,Sim,Candeias,Vitória da Conquista,Android
20037,2016-09-18, 22:31,33.0,4.0,37.0,Cartão,0.0,Entregue,128,Pizzaria,9552,77,2015-09-27,Não,Zabelê,Vitória da Conquista,Android
20039,2016-09-26, 18:56,47.5,3.0,50.5,Cartão,0.0,Recusado,128,Pizzaria,1944,75,2015-03-29,Não,Ibirapuera,Vitória da Conquista,PC
20040,2016-09-26, 19:14,47.5,3.0,50.5,Cartão,0.0,Entregue,128,Pizzaria,1944,75,2015-03-29,Não,Ibirapuera,Vitória da Conquista,Android
20041,2016-09-30, 21:01,28.5,4.0,32.5,Cartão,0.0,Entregue,128,Pizzaria,64424,77,2016-09-30,Sim,Boa Vista,Vitória da Conquista,Android
20042,2016-10-10, 19:14,36.9,4.0,40.9,Cartão,1.0,Recusado,128,Pizzaria,50648,77,2016-07-04,Não,Primavera,Vitória da Conquista,Android
20043,2016-10-11, 18:56,38.5,4.0,42.5,Cartão,5.0,Entregue,128,Pizzaria,64016,77,2016-09-27,Não,Boa Vista,Vitória da Conquista,iOS
20044,2016-10-13, 20:58,23.0,4.0,27.0,Cartão,0.0,Entregue,128,Pizzaria,64200,77,2016-09-28,Não,Candeias,Vitória da Conquista,iOS
20045,2016-10-15, 19:37,23.0,4.0,27.0,Cartão,0.0,Entregue,128,Pizzaria,10248,77,2015-10-05,Não,Candeias,Vitória da Conquista,Android
20047,2016-10-22, 20:51,32.0,4.0,36.0,Cartão,0.0,Entregue,128,Pizzaria,49128,77,2016-06-20,Não,Mor. dos Pássaros,Vitória da Conquista,Android
20048,2016-10-22, 22:40,32.0,3.0,35.0,Cartão,0.0,Entregue,128,Pizzaria,64184,77,2016-09-28,Não,Alto Maron,Vitória da Conquista,iOS
20050,2016-10-27, 20:11,43.5,3.0,46.5,Cartão,0.0,Entregue,128,Pizzaria,47568,77,2016-06-10,Não,Ibirapuera,Vitória da Conquista,Android
20051,2016-10-28, 20:32,27.0,4.0,31.0,Cartão,0.0,Entregue,128,Pizzaria,33280,77,2016-03-12,Não,Candeias,Vitória da Conquista,iOS
20052,2016-11-01, 22:35,32.0,3.0,35.0,Cartão,0.0,Entregue,128,Pizzaria,47176,77,2016-06-07,Não,Santa Cecília,Vitória da Conquista,Android
20059,2016-10-03, 18:55,46.0,3.0,49.0,Cartão,3.0,Entregue,160,Pizzaria,63528,85,2016-09-24,Não,Candeias,Vitória da Conquista,iOS
20071,2016-07-10, 20:24,19.0,4.0,23.0,Cartão,4.0,Entregue,64,Lanchonete,16416,77,2015-11-17,Não,Jurema,Vitória da Conquista,Android
20072,2016-07-18, 00:27,19.0,4.0,23.0,Cartão,0.0,Entregue,64,Lanchonete,7304,77,2015-08-16,Não,Santa Cecília,Vitória da Conquista,Android
20073,2016-07-19, 22:05,21.0,4.0,25.0,Cartão,0.0,Entregue,64,Lanchonete,4368,77,2015-06-05,Não,Alto Maron,Vitória da Conquista,Android
20074,2016-07-23, 19:06,36.0,4.0,40.0,Cartão,0.0,Recusado,64,Lanchonete,24520,77,2016-01-15,Não,Boa Vista,Vitória da Conquista,Android
20075,2016-07-24, 18:49,9.0,4.0,13.0,Cartão,0.0,Entregue,64,Lanchonete,4440,77,2015-06-06,Não,Candeias,Vitória da Conquista,Android
20076,2016-07-26, 19:54,14.0,4.0,18.0,Cartão,0.0,Entregue,64,Lanchonete,4440,77,2015-06-06,Não,Candeias,Vitória da Conquista,Android
20077,2016-08-02, 20:21,40.0,4.0,44.0,Cartão,0.0,Entregue,64,Lanchonete,52832,77,2016-07-20,Não,Candeias,Vitória da Conquista,Android
20078,2016-08-03, 23:37,14.0,4.0,18.0,Cartão,0.0,Entregue,64,Lanchonete,9552,77,2015-09-27,Não,Jd. Guanabara,Vitória da Conquista,Android
20079,2016-08-07, 00:18,29.0,4.0,33.0,Cartão,0.0,Entregue,64,Lanchonete,9768,73,2015-09-29,Não,Candeias,Vitória da Conquista,iOS
20080,2016-08-09, 18:10,16.0,4.0,20.0,Cartão,0.0,Entregue,64,Lanchonete,45032,77,2016-05-24,Não,Recreio,Vitória da Conquista,PC
20081,2016-08-09, 22:47,19.0,4.0,23.0,Cartão,0.0,Recusado,64,Lanchonete,3680,77,2015-05-20,Não,Primavera,Vitória da Conquista,Android
20082,2016-08-10, 23:36,29.0,4.0,33.0,Cartão,0.0,Entregue,64,Lanchonete,25088,77,2016-01-19,Não,Boa Vista,Vitória da Conquista,Android
20083,2016-08-12, 18:28,15.0,4.0,19.0,Cartão,0.0,Entregue,64,Lanchonete,36408,77,2016-03-29,Não,Alto Maron,Vitória da Conquista,iOS
20084,2016-08-13, 21:07,13.0,4.0,17.0,Cartão,0.0,Entregue,64,Lanchonete,30496,77,2016-02-25,Não,Candeias,Vitória da Conquista,Android
20085,2016-08-15, 20:40,38.0,4.0,42.0,Cartão,0.0,Entregue,64,Lanchonete,14840,77,2015-11-08,Não,Centro,Vitória da Conquista,Android
20086,2016-08-16, 22:15,10.0,4.0,14.0,Cartão,0.0,Entregue,64,Lanchonete,48368,77,2016-06-14,Não,Centro,Vitória da Conquista,iOS
20087,2016-08-19, 22:54,36.0,4.0,40.0,Cartão,0.0,Recusado,64,Lanchonete,18648,77,2015-12-01,Não,Cruzeiro,Vitória da Conquista,Android
20090,2016-09-05, 00:23,12.0,4.0,16.0,Cartão,1.0,Recusado,64,Lanchonete,28088,77,2016-02-09,Não,Jd. Guanabara,Vitória da Conquista,iOS
20091,2016-09-06, 21:41,8.0,4.0,12.0,Cartão,0.0,Entregue,64,Lanchonete,48368,77,2016-06-14,Não,Centro,Vitória da Conquista,iOS
